Location,Season,Year,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price
Mangalore,Zaid,2011,243,3360,27,Loam,Spray,4167,53,Coconut,1493
Mangalore,Zaid,2012,123,3360,27,Loam,Spray,4479,52,Coconut,64409
Mangalore,Zaid,2013,82,3360,27,Loam,Spray,3699,51,Coconut,249978
Mangalore,Zaid,2014,74,3605.4,27,Loam,Spray,4904,57,Coconut,637
Mangalore,Zaid,2015,18,3605.4,27,Loam,Spray,2821,57,Coconut,43311
Mangalore,Zaid,2016,37,3605.4,27,Loam,Spray,3472,60,Coconut,24848
Mangalore,Zaid,2017,35,3512.4,27.2,Loam,Spray,3647,57,Coconut,761
Mangalore,Zaid,2018,5974,3512.4,27.2,Loam,Spray,393,57,Coconut,45608
Mangalore,Zaid,2011,6631,3512.4,27.2,Loam,Spray,167,54,Coconut,234581
Mangalore,Zaid,2012,6705,3296,27,Loam,Spray,71,54.5,Coconut,646
Mangalore,Zaid,2013,5876,3296,27,Loam,Spray,52,56.6,Coconut,43562
Mangalore,Zaid,2014,326,3296,27,Loam,Spray,12,55.5,Coconut,200000
Mangalore,Zaid,2015,6470,3550,27,Loam,Spray,51,58.5,Coconut,4847
Mangalore,Zaid,2016,1279,3550,27,Loam,Spray,61,59.5,Coconut,51239
Mangalore,Zaid,2017,13283,3550,27,Loam,Spray,67,55,Coconut,216396
Mangalore,Zaid,2018,52119,3654,27.2,Loam,Spray,62,53,Coconut,2644
Mangalore,Zaid,2004,725,3654,27.2,Loam,Spray,32,53.5,Coconut,44235
Mangalore,Zaid,2005,12885,3654,27.2,Loam,Spray,22,52.5,Coconut,203317
Mangalore,Zaid,2006,51179,233,27.1,Loam,Spray,25,56,Coconut,2134
Mangalore,Zaid,2007,468,233,27.1,Loam,Spray,4,57,Coconut,45186
Mangalore,Zaid,2008,11841,233,27.1,Loam,Spray,9,57.5,Coconut,238542
Mangalore,Zaid,2009,50975,234,26.8,Loam,Spray,12,57,Coconut,1516
Mangalore,Zaid,2010,206,234,26.8,Loam,Spray,2089,55,Coconut,200000
Mangalore,Zaid,2011,10922,234,26.8,Loam,Spray,2810,56,Coconut,4847
Mangalore,Zaid,2012,51390,3105,37,Loam,Spray,841,54,Coconut,51239
Mangalore,Zaid,2013,177,3105,37,Loam,Spray,3550,58,Coconut,216396
Mangalore,Zaid,2014,10723,3105,37,Loam,Spray,109,58,Coconut,2644
Mangalore,Zaid,2015,51709,236,38,Loam,Spray,3368,59,Coconut,44235
Mangalore,Zaid,2016,146,236,38,Loam,Spray,3671,50,Coconut,203317
Mangalore,Zaid,2017,10910,2903.1,38,Loam,Spray,2404,54,Coconut,2134
Mangalore,Zaid,2018,51355,2903.1,39,Loam,Drip,2805,53,Cocoa,45186
Mangalore,Zaid,2004,160,2903.1,39,Loam,Drip,2331,52,Cocoa,238542
Mangalore,Zaid,2005,10912,2996.6,39,Loam,Drip,2088,51,Cocoa,1516
Mangalore,Zaid,2012,51353,2996.6,40,Loam,Drip,2628,57,Cocoa,57259
Mangalore,Zaid,2013,142,2996.6,40,Loam,Drip,1939,57,Cocoa,234779
Mangalore,Zaid,2014,10505,3522.8,40,Loam,Drip,1871,60,Cocoa,1493
Mangalore,Zaid,2015,51040,3522.8,41,Loam,Drip,1868,57,Coffee,64409
Mangalore,Zaid,2016,154,3522.8,41,Sandy loam,Drip,127919,57,Coffee,249978
Mangalore,Zaid,2017,10318,2903.1,41,Sandy loam,Drip,75340,54,Coffee,637
Kodagu,Kharif,2004,51709,2746.2,27,Alluvial,Drip,132551,57,Coconut,64409
Kodagu,Kharif,2004,146,3360,27.2,Alluvial,Drip,338,57,Coconut,249978
Kodagu,Kharif,2004,10910,3360,27.2,Alluvial,Drip,22966,60,Coconut,637
Kodagu,Kharif,2004,51355,3360,27.2,Alluvial,Drip,131763,57,Coconut,43311
Kodagu,Kharif,2004,160,3605.4,27.1,Alluvial,Drip,404,57,Coconut,24848
Kodagu,Kharif,2004,10912,3605.4,27.1,Alluvial,Drip,24184,54,Coconut,761
Kodagu,Kharif,2004,51353,3605.4,27.1,Alluvial,Drip,124387,54.5,Coconut,45608
Kodagu,Kharif,2004,142,3512.4,26.8,Alluvial,Drip,343,56.6,Coconut,234581
Kodagu,Kharif,2004,10505,3512.4,26.8,Alluvial,Drip,23099,55.5,Coconut,646
Kodagu,Kharif,2004,51040,3512.4,26.8,Alluvial,Drip,117825.84,58.5,Coconut,43562
Kodagu,Kharif,2004,154,3296,37,Alluvial,Drip,336,59.5,Coconut,200000
Kodagu,Kharif,2004,10318,3296,37,Alluvial,Drip,22594,55,Coconut,4847
Kodagu,Kharif,2004,48083,3296,37,Alluvial,Drip,116481.07,53,Coconut,51239
Kodagu,Kharif,2017,1279,3512.4,26.8,Laterite,Drip,343,56.6,Coconut,234581
Kodagu,Kharif,2018,13283,3512.4,26.8,Laterite,Drip,23099,55.5,Coconut,646
Kodagu,Kharif,2011,52119,3512.4,26.8,Laterite,Drip,117825.84,58.5,Coconut,43562
Kodagu,Kharif,2012,725,3296,37,Laterite,Drip,336,59.5,Coconut,200000
Kodagu,Kharif,2013,12885,3550,37,Laterite,Drip,22594,55,Coconut,4847
Kodagu,Kharif,2014,51179,3550,37,Laterite,Drip,116481.07,53,Coconut,51239
Kodagu,Kharif,2015,468,3550,38,Laterite,Drip,316,53.5,Coconut,216396
Kodagu,Kharif,2016,11841,3654,38,Laterite,Drip,21400,52.5,Coconut,2644
Kodagu,Kharif,2017,50975,3654,38,Laterite,Drip,122102,56,Coconut,44235
Kodagu,Kharif,2018,206,3654,39,Laterite,Drip,382,57,Coconut,203317
Kodagu,Kharif,2004,10922,233,39,Laterite,Drip,19578,57.5,Coconut,2134
Kodagu,Kharif,2005,51390,233,39,Laterite,Drip,121037,57,Coconut,45186
Kodagu,Kharif,2006,177,233,40,Laterite,Drip,231,55,Coconut,238542
Kodagu,Kharif,2007,10723,234,40,Laterite,Drip,18951,56,Coconut,1516
Kodagu,Kharif,2008,51709,234,40,Laterite,Drip,110579,54,Coconut,57259
Kodagu,Kharif,2009,146,234,41,Laterite,Drip,221,58,Coconut,234779
Kodagu,Kharif,2010,10910,3105,41,Laterite,Drip,15362,58,Coconut,1493
Kodagu,Kharif,2011,51355,3105,41,Laterite,Drip,120373,59,Coconut,64409
Kodagu,Kharif,2012,160,3105,42,Laterite,Drip,291,50,Coconut,249978
Kodagu,Kharif,2013,10912,236,42,Laterite,Drip,17231,54,Coconut,637
Kodagu,Kharif,2014,51353,236,42,Laterite,Drip,119359,53,Coconut,43311
Kodagu,Kharif,2015,1279,2903.1,43,Laterite,Drip,283,52,Coconut,24848
Kodagu,Kharif,2016,13283,2903.1,27,Laterite,Drip,17690,51,Coconut,761
Kodagu,Kharif,2017,52119,2903.1,27,Laterite,Basin,7157,57,Coconut,45608
Kodagu,Kharif,2018,725,2996.6,27,Laterite,Basin,8700,57,Coconut,234581
Kodagu,Kharif,2004,12885,2996.6,27,Laterite,Basin,41266,60,Coconut,646
Kodagu,Kharif,2005,51179,2996.6,27,Laterite,Basin,8838,57,Coconut,43562
Kodagu,Kharif,2012,468,3296,27,Laterite,Basin,8954,57,Coconut,200000
Kodagu,Kharif,2013,11841,3550,27.2,Laterite,Basin,42915,54,Coconut,4847
Kodagu,Kharif,2014,50975,3550,27.2,Laterite,Basin,9230,54.5,Coconut,51239
Kodagu,Kharif,2015,206,3550,27.2,Alluvial,Basin,44313,56.6,Coconut,216396
Kodagu,Rabi,2009,4,3512.4,27,Laterite,Basin,1871,57,Arecanut,200000
Kodagu,Rabi,2010,1122,3296,27,Laterite,Basin,1868,55,Arecanut,4847
Kodagu,Rabi,2011,917,3296,27,Laterite,Basin,127919,56,Arecanut,51239
Kodagu,Rabi,2012,819,3296,27,Laterite,Basin,75340,54,Arecanut,216396
Kodagu,Rabi,2013,619,3550,27,Laterite,Basin,29170,58,Arecanut,2644
Kodagu,Rabi,2014,391,3550,27,Laterite,Basin,1901,58,Arecanut,44235
Kodagu,Rabi,2015,211,3550,27.2,Laterite,Basin,972,59,Arecanut,203317
Kodagu,Rabi,2016,153,3654,27.2,Laterite,Basin,874,50,Arecanut,2134
Kodagu,Rabi,2017,111,3654,27.2,Laterite,Basin,592,54,Arecanut,45186
Kodagu,Rabi,2018,76,3654,27.1,Laterite,Basin,864,53,Arecanut,238542
Kodagu,Rabi,2019,53,233,27.1,Laterite,Basin,5373,52,Arecanut,1516
Kodagu,Rabi,2004,2688,233,27.1,Laterite,Basin,6589,51,Arecanut,57259
Kodagu,Rabi,2005,2311,233,26.8,Laterite,Basin,5107,57,Arecanut,234779
Kodagu,Rabi,2006,2188,234,26.8,Laterite,Basin,5518,57,Arecanut,1493
Kodagu,Rabi,2007,1998,234,26.8,Laterite,Basin,4912,60,Arecanut,64409
Kodagu,Rabi,2008,2006,234,37,Laterite,Basin,3830,57,Ginger,249978
Kodagu,Rabi,2009,2034,3105,37,Laterite,Basin,4,57,Ginger,637
Kodagu,Rabi,2010,2035,3105,37,Laterite,Basin,9,54,Ginger,43311
Kodagu,Rabi,2011,2074,3105,38,Laterite,Basin,12,54.5,Ginger,24848
Kodagu,Rabi,2012,2127,236,38,Laterite,Basin,2089,56.6,Ginger,761
Kodagu,Rabi,2010,44663,233,27,Black,Drip,5518,50,Cardamum,234779
Kodagu,Rabi,2011,110,233,27,Black,Drip,4912,54,Cardamum,1493
Kodagu,Rabi,2012,6824,233,27,Black,Drip,3830,53,Cardamum,64409
Kodagu,Rabi,2013,43013,234,27,Black,Drip,4,52,Cardamum,249978
Kodagu,Rabi,2014,95,234,27.2,Black,Drip,9,51,Cardamum,637
Kodagu,Rabi,2015,6441,234,27.2,Black,Drip,12,57,Cardamum,43311
Kodagu,Rabi,2016,4012,3105,27.2,Black,Drip,2089,57,Cardamum,24848
Kodagu,Rabi,2017,4877,3105,27.1,Black,Drip,2810,60,Cardamum,761
Kodagu,Rabi,2018,4930,3105,27.1,Black,Drip,841,57,Pepper,45608
Kodagu,Rabi,2019,4954,236,27.1,Black,Drip,3550,57,Pepper,234581
Kodagu,Rabi,2004,5019,236,26.8,Black,Drip,109,54,Pepper,646
Kodagu,Rabi,2013,5127,2903.1,26.8,Black,Drip,3368,54.5,Pepper,43562
Kodagu,Rabi,2014,5174,2903.1,26.8,Black,Drip,3671,56.6,Pepper,200000
Kodagu,Rabi,2015,5294,2903.1,37,Black,Drip,2404,55.5,Pepper,4847
Kodagu,Rabi,2016,5474,2996.6,37,Black,Drip,2805,58.5,Pepper,51239
Kodagu,Rabi,2017,5864,2996.6,37,Black,Drip,2331,59.5,Pepper,216396
Kodagu,Rabi,2018,7028,2996.6,38,Black,Basin,2088,55,Pepper,2644
Kodagu,Rabi,2004,7403,3522.8,38,Black,Basin,2628,53,Pepper,44235
Kodagu,Rabi,2005,7501,3522.8,38,Black,Basin,1939,53.5,Pepper,203317
Kodagu,Rabi,2006,7714,3522.8,39,Black,Basin,1871,52.5,Pepper,2134
Kodagu,Rabi,2007,7856,2903.1,39,Black,Basin,1868,56,Pepper,45186
Kodagu,Rabi,2008,32,2903.1,39,Black,Basin,127919,57,Pepper,238542
Kodagu,Rabi,2009,1,2903.1,40,Black,Basin,75340,57.5,Pepper,1516
Kodagu,Rabi,2010,30,2996.6,40,Black,Basin,29170,57,Arecanut,200000
Kodagu,Rabi,2011,6,2996.6,40,Black,Basin,1901,55,Arecanut,4847
Kodagu,Rabi,2012,15,2996.6,41,Black,Basin,972,56,Arecanut,51239
Kodagu,Rabi,2013,4,3522.8,41,Black,Basin,874,54,Arecanut,216396
Kodagu,Rabi,2014,39,3522.8,41,Black,Basin,592,58,Arecanut,2644
Kodagu,Rabi,2015,6,3522.8,42,Black,Basin,864,58,Arecanut,44235
Kodagu,Rabi,2016,12,3729.8,42,Black,Basin,5373,59,Arecanut,203317
Kodagu,Rabi,2017,3,3729.8,42,Black,Basin,6589,50,Arecanut,2134
Kodagu,Rabi,2010,43013,3360,128,Sandy loam,Drip,792,57,Coconut,51239
Kodagu,Rabi,2011,95,3360,129,Sandy loam,Drip,34153,55,Coconut,216396
Kodagu,Rabi,2012,6441,3360,130,Sandy loam,Drip,132551,56,Coconut,2644
Kodagu,Rabi,2013,4012,3605.4,131,Sandy loam,Drip,338,54,Coconut,44235
Kodagu,Rabi,2014,4877,3605.4,132,Sandy loam,Drip,22966,58,Coconut,203317
Kodagu,Rabi,2015,4930,3605.4,133,Sandy loam,Drip,131763,58,Coconut,2134
Kodagu,Rabi,2016,4954,3512.4,134,Sandy loam,Drip,404,59,Coconut,45186
Kodagu,Rabi,2017,5019,3512.4,135,Sandy loam,Drip,24184,50,Coconut,238542
Kodagu,Rabi,2018,5127,3512.4,136,Sandy loam,Drip,124387,54,Coconut,1516
Kodagu,Rabi,2011,5174,3296,137,Sandy loam,Drip,343,53,Coconut,57259
Kodagu,Rabi,2012,5294,3296,138,Sandy loam,Drip,23099,52,Coconut,234779
Kodagu,Rabi,2013,5474,3296,139,Sandy loam,Drip,117825.84,51,Coconut,1493
Kodagu,Rabi,2014,5864,3550,140,Sandy loam,Drip,336,57,Coconut,64409
Kodagu,Rabi,2015,7028,3550,141,Sandy loam,Drip,22594,57,Coconut,249978
Kodagu,Rabi,2016,7403,3550,142,Sandy loam,Drip,116481.07,60,Coconut,637
Kodagu,Rabi,2017,7501,3654,143,Sandy loam,Drip,316,57,Coconut,43311
Kodagu,Rabi,2018,7714,3654,144,Sandy clay loam,Drip,21400,57,Coconut,24848
Kodagu,Rabi,2004,7856,3654,145,Sandy clay loam,Drip,122102,54,Coconut,761
Kodagu,Rabi,2005,32,233,146,Sandy clay loam,Drip,382,54.5,Coconut,45608
Kodagu,Rabi,2006,1,233,147,Sandy clay loam,Drip,19578,56.6,Coconut,234581
Kodagu,Rabi,2004,2127,3550,27,Drained loam,Drip,71,53,Coconut,4847
Kodagu,Rabi,2004,2090,3550,27.2,Drained loam,Drip,52,53.5,Coconut,51239
Kodagu,Rabi,2004,2059,3550,27.2,Red,Drip,2570,52.5,Coconut,216396
Kodagu,Rabi,2004,2050,3654,27.2,Red,Drip,27170,56,Coconut,2644
Kodagu,Rabi,2004,1865,3654,27.1,Red,Drip,114744,57,Coconut,44235
Kodagu,Rabi,2004,1841,3654,27.1,Red,Drip,1402,57.5,Coconut,203317
Kodagu,Rabi,2004,1799,233,27.1,Red,Drip,23456,57,Coconut,2134
Kodagu,Rabi,2004,1468,233,26.8,Red,Drip,107809,55,Coconut,45186
Kodagu,Rabi,2004,568,233,26.8,Red,Drip,1132,56,Coconut,238542
Kodagu,Rabi,2004,407,234,26.8,Red,Drip,23960,54,Coconut,1516
Kodagu,Rabi,2004,177,234,37,Red,Drip,126487,58,Coconut,200000
Kodagu,Rabi,2004,51,234,37,Red,Drip,804,58,Coconut,4847
Kodagu,Rabi,2004,173,3105,37,Red,Drip,30362,59,Coconut,51239
Kodagu,Rabi,2006,12,3605.4,42,Laterite,Drip,23960,55,Coconut,45186
Kodagu,Rabi,2007,3,2903.1,42,Laterite,Drip,126487,56,Coconut,238542
Kodagu,Rabi,2008,17,2903.1,43,Laterite,Drip,804,54,Coconut,1516
Kodagu,Rabi,2009,3,2903.1,43,Laterite,Drip,30362,58,Coconut,200000
Kodagu,Rabi,2010,9,2996.6,128,Laterite,Drip,124492,58,Coconut,4847
Kodagu,Rabi,2011,21,2996.6,129,Laterite,Drip,792,59,Coconut,51239
Kodagu,Rabi,2012,11,2996.6,130,Alluvial,Drip,34153,50,Ginger,216396
Kodagu,Rabi,2013,4,3522.8,131,Alluvial,Drip,2570,54,Ginger,2644
Kodagu,Rabi,2014,15,3522.8,132,Alluvial,Drip,27170,53,Ginger,44235
Kodagu,Rabi,2015,8,3522.8,133,Alluvial,Basin,114744,59.5,Ginger,203317
Kodagu,Rabi,2016,29,3729.8,134,Alluvial,Basin,1402,55,Ginger,2134
Kodagu,Rabi,2017,1,3729.8,135,Alluvial,Basin,23456,53,Ginger,45186
Kodagu,Rabi,2018,13736,3729.8,136,Alluvial,Basin,107809,53.5,Ginger,238542
Kodagu,Rabi,2015,14003,2746.2,137,Alluvial,Basin,1132,52.5,Ginger,1516
Kodagu,Rabi,2016,14179,2746.2,138,Alluvial,Basin,23960,56,Ginger,57259
Kodagu,Rabi,2017,14319,2746.2,139,Alluvial,Basin,126487,57,Ginger,234779
Kodagu,Rabi,2018,14464,3360,140,Alluvial,Basin,804,57.5,Ginger,1493
Kodagu,Rabi,2013,14876,3360,141,Alluvial,Basin,30362,57,Ginger,64409
Kodagu,Rabi,2014,14976,3360,142,Alluvial,Basin,124492,55,Ginger,249978
Kodagu,Rabi,2015,15009,3605.4,143,Alluvial,Basin,792,56,Ginger,637
Kodagu,Rabi,2016,15114,3605.4,144,Alluvial,Basin,34153,54,Ginger,43311
Kodagu,Rabi,2017,16224,3605.4,27,Alluvial,Drip,132551,57,Coconut,200000
Kodagu,Rabi,2018,17095,3512.4,27,Alluvial,Drip,338,57.5,Coconut,4847
Kodagu,Rabi,2004,17512,3512.4,27,Alluvial,Drip,22966,57,Coconut,51239
Kodagu,Rabi,2005,17587,3512.4,27,Alluvial,Drip,131763,55,Coconut,216396
Kodagu,Rabi,2006,17771,3296,27,Alluvial,Drip,404,56,Coconut,2644
Kodagu,Rabi,2007,17825,3550,27,Alluvial,Drip,24184,54,Coconut,44235
Kodagu,Rabi,2008,3147,3550,27.2,Alluvial,Drip,124387,58,Coconut,203317
Kodagu,Rabi,2009,2578,3550,27.2,Alluvial,Drip,343,58,Coconut,2134
Kodagu,Rabi,2010,1591,3654,27.2,Alluvial,Drip,23099,59,Coconut,45186
Kodagu,Rabi,2011,1298,3654,27,Alluvial,Drip,117825.84,50,Coconut,238542
Kodagu,Zaid,2004,48083,234,27,Clay,Drip,29170,57,Cardamum,44235
Kodagu,Zaid,2004,143,234,27,Clay,Drip,1901,55,Cardamum,203317
Kodagu,Zaid,2004,9283,234,27,Clay,Drip,972,56,Cardamum,2134
Kodagu,Zaid,2004,47200,3105,27,Clay,Drip,874,54,Cardamum,45186
Kodagu,Zaid,2004,158,3105,27,Clay,Drip,592,58,Cardamum,238542
Kodagu,Zaid,2004,8982,3105,27.2,Clay,Drip,864,58,Cardamum,1516
Kodagu,Zaid,2004,46990,236,27.2,Clay,Drip,5373,59,Cardamum,57259
Kodagu,Zaid,2004,103,236,27.2,Clay,Drip,6589,50,Cardamum,234779
Kodagu,Zaid,2004,8239,2903.1,27,Clay,Drip,5107,54,Cardamum,1493
Kodagu,Zaid,2004,44563,2903.1,27,Clay,Drip,5518,53,Cardamum,64409
Kodagu,Zaid,2004,96,2903.1,27,Clay,Drip,4912,52,Cardamum,249978
Kodagu,Zaid,2004,6949,2996.6,27,Clay,Drip,3830,51,Cardamum,637
Kodagu,Zaid,2004,44663,2996.6,27,Clay,Drip,4,57,Cardamum,43311
Kodagu,Zaid,2018,48083,2903.1,42,Sandy loam,Drip,29170,54.5,Coffee,43311
Kodagu,Zaid,2004,143,2903.1,42,Sandy loam,Drip,1901,56.6,Coffee,24848
Kodagu,Zaid,2005,9283,2996.6,42,Sandy loam,Drip,972,55.5,Coffee,761
Kodagu,Zaid,2006,47200,2996.6,43,Sandy loam,Drip,874,58.5,Coffee,45608
Kodagu,Zaid,2007,158,2996.6,27,Sandy loam,Drip,592,59.5,Coffee,234581
Kodagu,Zaid,2008,8982,3522.8,27,Sandy loam,Drip,864,55,Coffee,646
Kodagu,Zaid,2009,46990,3522.8,27,Sandy loam,Drip,5373,53,Coffee,43562
Kodagu,Zaid,2010,103,3522.8,27,Sandy loam,Drip,6589,53.5,Coffee,200000
Kodagu,Zaid,2011,8239,3729.8,27,Sandy loam,Drip,5107,52.5,Coffee,4847
Kodagu,Zaid,2012,44563,3729.8,27,Sandy loam,Drip,5518,56,Coffee,51239
Kodagu,Zaid,2013,96,3729.8,27.2,Sandy loam,Drip,4912,57,Coffee,216396
Kodagu,Zaid,2014,6949,2746.2,27.2,Sandy loam,Drip,3830,57.5,Coffee,2644
Kodagu,Zaid,2015,44663,2746.2,27.2,Sandy loam,Drip,4,57,Cardamum,44235
Kodagu,Zaid,2016,110,2746.2,27,Sandy loam,Drip,9,55,Cardamum,203317
Kodagu,Zaid,2017,6824,3360,27,Sandy loam,Drip,12,56,Cardamum,2134
Kodagu,Zaid,2018,43013,3360,27,Sandy loam,Drip,2089,54,Cardamum,45186
Kodagu,Zaid,2019,95,3360,27,Sandy loam,Drip,2810,58,Cardamum,238542
Kodagu,Zaid,2004,6441,3605.4,27,Sandy loam,Drip,841,58,Cardamum,1516
Kodagu,Zaid,2013,4012,3605.4,27,Sandy loam,Drip,3550,59,Cardamum,57259
Kodagu,Zaid,2014,4877,3605.4,27.2,Sandy loam,Drip,109,50,Cardamum,234779
Kasaragodu,Kharif,2004,143,3550,38,Alluvial,Drip,316,53.5,Coconut,216396
Kasaragodu,Kharif,2004,9283,3550,38,Alluvial,Drip,21400,52.5,Coconut,2644
Kasaragodu,Kharif,2004,47200,3550,38,Alluvial,Drip,122102,56,Coconut,44235
Kasaragodu,Kharif,2004,158,3654,39,Alluvial,Drip,382,57,Coconut,203317
Kasaragodu,Kharif,2004,8982,3654,39,Alluvial,Drip,19578,57.5,Coconut,2134
Kasaragodu,Kharif,2004,46990,3654,39,Alluvial,Drip,121037,57,Coconut,45186
Kasaragodu,Kharif,2004,103,233,40,Alluvial,Drip,231,55,Coconut,238542
Kasaragodu,Kharif,2004,8239,233,40,Alluvial,Drip,18951,56,Coconut,1516
Kasaragodu,Kharif,2004,44563,233,40,Alluvial,Drip,110579,54,Coconut,57259
Kasaragodu,Kharif,2004,96,234,41,Alluvial,Drip,221,58,Coconut,234779
Kasaragodu,Kharif,2004,6949,234,41,Alluvial,Drip,15362,58,Coconut,1493
Kasaragodu,Kharif,2004,44663,234,41,Alluvial,Drip,120373,59,Coconut,64409
Kasaragodu,Kharif,2004,110,3105,42,Red,Drip,291,50,Coconut,249978
Kasaragodu,Kharif,2004,6824,3105,42,Red,Drip,17231,54,Coconut,637
Kasaragodu,Kharif,2004,43013,3105,42,Red,Drip,119359,53,Coconut,43311
Kasaragodu,Kharif,2012,39,233,27.1,Clay,Spray,103,57,Coconut,761
Kasaragodu,Kharif,2013,6,234,26.8,Clay,Spray,71,57,Coconut,45608
Kasaragodu,Kharif,2014,12,234,26.8,Clay,Spray,3961,54,Coconut,234581
Kasaragodu,Kharif,2015,3,234,26.8,Clay,Spray,4247,54.5,Coconut,646
Kasaragodu,Kharif,2016,17,3105,37,Clay,Spray,3290,56.6,Coconut,43562
Kasaragodu,Kharif,2017,3,3105,37,Clay,Spray,3138,55.5,Coconut,200000
Kasaragodu,Kharif,2018,9,3105,37,Clay,Spray,3423,58.5,Coconut,4847
Kasaragodu,Kharif,2015,21,236,38,Clay,Spray,3899,59.5,Coconut,51239
Kasaragodu,Kharif,2016,11,236,38,Clay,Spray,4015,55,Coconut,216396
Kasaragodu,Kharif,2017,4,2903.1,38,Clay loam,Spray,4279,53,Coconut,2644
Kasaragodu,Kharif,2018,15,2903.1,39,Clay loam,Spray,4167,53.5,Coconut,44235
Kasaragodu,Kharif,2013,8,2903.1,39,Clay loam,Spray,4479,52.5,Coconut,203317
Kasaragodu,Kharif,2014,29,2996.6,39,Clay loam,Spray,3699,56,Coconut,2134
Kasaragodu,Kharif,2015,1,2996.6,41,Clay loam,Spray,4904,57,Coconut,45186
Kasaragodu,Kharif,2016,13736,2996.6,42,Clay loam,Spray,2821,57.5,Coconut,238542
Kasaragodu,Kharif,2017,14003,3522.8,42,Clay loam,Spray,3472,57,Coconut,1516
Kasaragodu,Kharif,2018,14179,3522.8,42,Clay loam,Spray,3647,55,Coconut,200000
Kasaragodu,Kharif,2004,14319,3522.8,43,Clay loam,Spray,393,56,Coconut,4847
Kasaragodu,Kharif,2005,14464,3729.8,43,Clay loam,Spray,167,54,Coconut,51239
Kasaragodu,Kharif,2006,14876,3729.8,128,Clay loam,Spray,71,58,Coconut,216396
Kasaragodu,Kharif,2007,14976,3729.8,129,Clay loam,Spray,52,58,Coconut,2644
Kasaragodu,Kharif,2008,15009,2746.2,130,Clay loam,Spray,12,59,Coconut,44235
Kasaragodu,Kharif,2009,15114,2746.2,131,Clay loam,Spray,51,50,Coconut,203317
Kasaragodu,Kharif,2010,16224,2746.2,132,Clay loam,Spray,61,54,Coconut,2134
Kasaragodu,Kharif,2011,17095,3360,133,Clay loam,Drip,67,53,Cocoa,45186
Kasaragodu,Kharif,2012,17512,3360,134,Clay loam,Drip,62,52,Cocoa,238542
Kasaragodu,Kharif,2013,17587,3360,135,Clay loam,Drip,32,51,Cocoa,1516
Kasaragodu,Kharif,2014,17771,3605.4,136,Clay loam,Drip,22,57,Cocoa,57259
Kasaragodu,Kharif,2015,17825,3605.4,137,Arid and Desert,Drip,25,57,Cocoa,234779
Kasaragodu,Kharif,2016,3147,3605.4,138,Arid and Desert,Drip,4,60,Cocoa,1493
Kasaragodu,Rabi,2009,37,3729.8,27,Sandy loam,Spray,874,53,Tea,249978
Kasaragodu,Rabi,2010,35,3729.8,27.2,Sandy loam,Spray,592,52,Tea,637
Kasaragodu,Rabi,2011,5974,3729.8,27.2,Sandy loam,Spray,864,51,Tea,43311
Kasaragodu,Rabi,2012,6631,2746.2,27.2,Sandy loam,Spray,5373,57,Tea,24848
Kasaragodu,Rabi,2013,6705,2746.2,27,Sandy loam,Spray,6589,57,Tea,761
Kasaragodu,Rabi,2014,5876,2746.2,27,Sandy loam,Spray,5107,60,Tea,45608
Kasaragodu,Rabi,2015,326,3360,27,Sandy loam,Spray,5518,57,Paddy,234581
Kasaragodu,Rabi,2016,6470,3360,27,Sandy loam,Spray,4912,57,Paddy,646
Kasaragodu,Rabi,2017,6709,3360,27,Sandy loam,Spray,3830,54,Paddy,43562
Kasaragodu,Rabi,2018,6186,3605.4,27,Sandy loam,Spray,313547,54.5,Paddy,200000
Kasaragodu,Rabi,2011,6503,3605.4,27.2,Sandy loam,Spray,2783,56.6,Paddy,4847
Kasaragodu,Rabi,2012,5220,2903.1,27.2,Sandy loam,Spray,1533,55.5,Paddy,51239
Kasaragodu,Rabi,2013,4677,2903.1,27.2,Sandy loam,Spray,1647,58.5,Paddy,216396
Kasaragodu,Rabi,2014,4803,2903.1,27.1,Sandy loam,Spray,975,59.5,Paddy,2644
Kasaragodu,Rabi,2015,3739,2996.6,27.1,Sandy loam,Spray,2,55,Paddy,44235
Kasaragodu,Rabi,2016,3529,2996.6,27.1,Sandy loam,Spray,836,53,Paddy,203317
Kasaragodu,Rabi,2017,3649,2996.6,26.8,Sandy loam,Spray,806,53.5,Paddy,2134
Kasaragodu,Rabi,2018,1374,3522.8,26.8,Sandy loam,Spray,880,52.5,Paddy,45186
Kasaragodu,Rabi,2004,933,3522.8,26.8,Sandy loam,Spray,770,56,Paddy,238542
Kasaragodu,Rabi,2005,345,3522.8,37,Sandy loam,Spray,395,57,Paddy,1516
Kasaragodu,Rabi,2006,29,3729.8,37,Sandy loam,Spray,187,57.5,Paddy,200000
Kasaragodu,Rabi,2007,11,2903.1,37,Sandy loam,Spray,187,57,Groundnut,4847
Kasaragodu,Rabi,2008,10,2903.1,38,Sandy loam,Spray,121,55,Groundnut,51239
Kasaragodu,Rabi,2009,7,2903.1,38,Sandy loam,Spray,103,56,Groundnut,216396
Kasaragodu,Rabi,2010,10,2996.6,38,Sandy loam,Spray,71,54,Groundnut,2644
Kasaragodu,Rabi,2011,56,2996.6,39,Sandy loam,Spray,3961,58,Groundnut,44235
Kasaragodu,Rabi,2012,68,2996.6,39,Sandy loam,Spray,4247,58,Groundnut,203317
